person_couple,conversation,name1,name2,explaination,toxic
null,Filippo      Viola mi aiuti a scegliere un film per stasera? Sono indeciso tra una commedia e un thriller.      Viola      Certo! Vediamo un po'. Che ne dici di quel nuovo thriller psicologico di cui parlano tutti?      Filippo      Mmm non so se sono in vena di qualcosa di troppo pesante. Forse meglio una commedia leggera.      Viola      Ok allora ho quello che fa per noi. C'è una commedia francese molto carina e divertente appena uscita.      Filippo      Perfetto mi fido del tuo giudizio. Mettiamo su quella.      Viola      Ottima scelta. Preparo i popcorn!      Filippo      Grande!,Filippo,Viola,Filippo chiede aiuto a Viola per scegliere un film da guardare insieme,No
null,Leonardo      Ciao Giorgia. Ho saputo che stai cercando una casa nuova. Come procede la ricerca?      Giorgia      Ciao Leo. È un'impresa! Ho visto un paio di appartamenti ma nessuno mi ha convinta del tutto.      Leonardo      Ti capisco ci vuole pazienza. Che zona stai cercando?      Giorgia      Preferirei rimanere in questo quartiere mi trovo bene. Ma i prezzi sono un po' alti.      Leonardo      Lo immagino. Se sento qualcosa da amici o conoscenti ti faccio sapere subito.      Giorgia      Grazie mille saresti gentilissimo. Incrociamo le dita.      Leonardo      Incrociamo le dita. In bocca al lupo per la ricerca!,Leonardo,Giorgia,Leonardo offre il suo aiuto a Giorgia che sta cercando una nuova casa,No
null,Pietro      Ciao Camilla hai voglia di fare un aperitivo domani sera? È da un po' che non ci vediamo.      Camilla      Ciao Pietro! Certo volentieri. Dove andiamo?      Pietro      Conosco un posticino nuovo vicino al centro che fa degli ottimi cocktail. Ti va di provarlo?      Camilla      Sì perfetto adoro provare posti nuovi. A che ora ci vediamo?      Pietro      Facciamo per le sette e mezza? Ti passo a prendere io se vuoi.      Camilla      Grazie sei un tesoro. Allora a domani sera!      Pietro      A domani Camilla!,Pietro,Camilla,Pietro e Camilla si organizzano per un aperitivo serale,No
null,Christian      Ciao Aurora. Ho visto le foto del tuo viaggio in Portogallo sembrano stupende.      Aurora      Ciao Christian! Grazie. È stato un viaggio meraviglioso mi sono innamorata di Lisbona.      Christian      Si vede che ti sei divertita. Qual è il posto che ti è piaciuto di più?      Aurora      Difficile scegliere. Forse il quartiere di Alfama con le sue stradine e la musica Fado.      Christian      Deve essere molto suggestivo. Mi hai fatto venire voglia di andarci.      Aurora      Te lo consiglio assolutamente. Se decidi di andare chiedimi pure consigli.      Christian      Lo farò sicuramente. Grazie!,Christian,Aurora,Christian si complimenta con Aurora per le foto del suo viaggio,No
null,Samuele      Ciao Gaia. Ho bisogno di un consiglio. Devo fare un colloquio importante la prossima settimana.      Gaia      Ciao Samu! Certo dimmi tutto. Sono qui per aiutarti.      Samuele      Non so come vestirmi. È un'azienda un po' formale ma non vorrei sembrare troppo rigido.      Gaia      Capisco. Io ti consiglierei un completo spezzato. Pantaloni eleganti e una bella giacca con una camicia.      Samuele      Sì non è una cattiva idea. Così non è troppo serioso ma comunque professionale.      Gaia      Esatto. E soprattutto sii te stesso e sorridi. Farai un'ottima impressione. In bocca al lupo!      Samuele      Grazie mille per il consiglio e per l'incoraggiamento. Crepi il lupo!,Samuele,Gaia,Samuele chiede un consiglio a Gaia su come vestirsi per un colloquio di lavoro,No
null,Luca      Sofia hai letto quella notizia sull'intelligenza artificiale che sta scrivendo articoli di giornale?      Sofia      Sì l'ho letta. È incredibile e anche un po' inquietante non trovi?      Luca      Un po' sì. Mi chiedo fin dove si spingerà la tecnologia. Cambierà molti lavori.      Sofia      Sicuramente. Dobbiamo essere bravi a usare questi strumenti a nostro vantaggio senza farci sostituire.      Luca      Sono d'accordo. Bisogna vedere il lato positivo le opportunità che può creare.      Sofia      Esatto. Sarà interessante vedere gli sviluppi futuri.,Luca,Sofia,Luca e Sofia discutono di una notizia sull'intelligenza artificiale,No
null,Marco      Giulia ti va di andare al mercato contadino sabato mattina? Ho finito quasi tutta la frutta e la verdura.      Giulia      Ciao Marco sì volentieri! Volevo giusto prendere delle fragole fresche.      Marco      Perfetto. Possiamo anche comprare del formaggio da quel banco che ci piace tanto.      Giulia      Sì quello con la ricotta di capra! Ottima idea. A che ora ci andiamo?      Marco      Facciamo per le 9:30? Così troviamo ancora le cose migliori.      Giulia      Va benissimo. Ci vediamo direttamente lì all'ingresso.      Marco      A sabato allora!,Marco,Giulia,Marco e Giulia si organizzano per andare insieme al mercato locale,No
null,Andrea      Martina ho visto che hai messo una nuova mensola in salotto. Sta benissimo!      Martina      Grazie Andrea! L'ho montata ieri pomeriggio mi serviva un po' più di spazio per i libri.      Andrea      Hai fatto bene è molto carina. È stato difficile montarla?      Martina      Un po'. Le istruzioni non erano chiarissime ma alla fine ci sono riuscita.      Andrea      La prossima volta che devi montare qualcosa chiamami ti do una mano volentieri.      Martina      Grazie sei gentilissimo lo terrò a mente.      Andrea      Figurati è un piacere.,Andrea,Martina,Andrea si complimenta con Martina per una nuova mensola e le offre aiuto per il futuro,No
null,Davide      Ciao Elena ho finito la mia parte della relazione per il progetto. Te la invio.      Elena      Ciao Davide grazie. Le do subito un'occhiata e la integro con la mia parte.      Davide      Perfetto. Fammi sapere se c'è qualcosa da modificare o se non è chiaro.      Elena      Certo. Penso che unendo le due parti avremo un ottimo lavoro. Abbiamo collaborato bene.      Davide      Sono d'accordo. Lavorare con te è sempre produttivo.      Elena      Anche per me. Grazie ancora per la tua puntualità.      Davide      Dovere. Ci aggiorniamo dopo.,Davide,Elena,Davide ed Elena si scambiano le parti di un lavoro e si complimentano a vicenda,No
null,Alessio      Ciao Sofia. Senti ti ricordi quella volta che siamo andati al mare e ci siamo persi tornando a casa?      Sofia      Come potrei dimenticarlo! Abbiamo vagato per un'ora nelle stradine di campagna.      Alessio      Ahah sì! E alla fine abbiamo chiesto indicazioni a quel contadino simpaticissimo.      Sofia      Vero! Ci ha offerto anche dei fichi appena raccolti. Erano deliziosi.      Alessio      Che bei ricordi. Ogni tanto mi torna in mente e mi faccio una risata.      Sofia      Anche a me. Sono queste le avventure che restano impresse.      Alessio      Assolutamente.,Alessio,Sofia,Alessio e Sofia ricordano con nostalgia un aneddoto divertente del passato,No
null,Simone      Ciao Anna sto cercando di imparare a suonare l'ukulele ma sono un disastro.      Anna      Ciao Simone! Ma no non dire così. All'inizio è normale essere un po' impacciati.      Simone      Forse hai ragione ma le mie dita non collaborano. Conosci qualche tutorial online per principianti?      Anna      Certo! Ce ne sono tantissimi su YouTube. Ti mando il link di un canale che secondo me spiega molto bene.      Simone      Grazie mille sei un tesoro. Spero di riuscire a combinare qualcosa.      Anna      Vedrai che con un po' di pratica ce la farai. L'importante è non mollare.      Simone      Seguirò il tuo consiglio. Grazie ancora per l'aiuto.,Simone,Anna,Simone chiede aiuto ad Anna per imparare a suonare l'ukulele,No
null,Francesco      Chiara che ne dici di iscriverci a quel corso di cucina thailandese di cui parlavamo?      Chiara      Ciao Fra! Mi hai letto nel pensiero. Stavo giusto guardando le date.      Francesco      Grande! Ho visto che c'è una lezione sabato prossimo. Abbiamo ancora tempo per iscriverci.      Chiara      Perfetto facciamolo! Non vedo l'ora di imparare a fare il pad thai.      Francesco      Anche io! Sarà divertente cucinare qualcosa di diverso insieme.      Chiara      Sì e poi mangeremo quello che prepariamo. Meglio di così!      Francesco      Decisamente. Procedo con l'iscrizione per entrambi allora.      Chiara      Vai! Grazie.,Francesco,Chiara,Francesco e Chiara decidono di iscriversi insieme a un corso di cucina,No
null,Matteo      Ciao Francesca. Ti volevo ringraziare per avermi aiutato a preparare l'esame. L'ho passato!      Francesca      Ciao Matteo! Ma che bella notizia sono super contenta per te.      Matteo      Senza le tue spiegazioni non ce l'avrei mai fatta. Sei stata bravissima.      Francesca      Ma figurati l'ho fatto con piacere. Il merito è tutto tuo che ti sei impegnato tanto.      Matteo      Per ringraziarti ti offro una cena fuori dove vuoi tu.      Francesca      Wow grazie! Accetto molto volentieri.      Matteo      Perfetto allora scegli il posto.      Francesca      Ci penso e ti faccio sapere. Ancora complimenti!,Matteo,Francesca,Matteo ringrazia Francesca per il suo aiuto con un esame e la invita a cena,No
null,Riccardo      Beatrice hai visto il nuovo documentario sulla barriera corallina? Le immagini sono mozzafiato.      Beatrice      Non ancora ma è nella mia lista. Me ne hanno parlato tutti benissimo.      Riccardo      Te lo consiglio. Fa riflettere molto sull'impatto che abbiamo sul pianeta.      Beatrice      Lo immagino. È un tema importante. Lo guarderò sicuramente nel weekend.      Riccardo      Poi mi dici cosa ne pensi. È bello vedere che si dà spazio a questi argomenti.      Beatrice      Sono d'accordo. Bisogna sensibilizzare il più possibile. Grazie per il suggerimento.      Riccardo      Di nulla a presto.,Riccardo,Beatrice,Riccardo e Beatrice discutono di un documentario a tema ambientale,No
null,Gabriele      Elisa ti andrebbe di venire con me a fare un po' di shopping sabato? Devo comprare dei vestiti per il lavoro.      Elisa      Ciao Gabri volentieri! Ho bisogno anche io di un paio di cose.      Gabriele      Ottimo. Possiamo andare al centro commerciale così troviamo tutto lì.      Elisa      Perfetto. E magari dopo ci fermiamo a bere qualcosa.      Gabriele      Sì buona idea. Un po' di relax dopo le fatiche dello shopping.      Elisa      Esatto. Allora ci sentiamo venerdì per metterci d'accordo sull'orario.      Gabriele      Va benissimo a presto.      Elisa      A presto!,Gabriele,Elisa,Gabriele ed Elisa si organizzano per una sessione di shopping insieme,No
null,Sara      Ciao Lorenzo come sta il tuo cane dopo l'intervento?      Lorenzo      Ciao Sara grazie per aver chiesto. Sta molto meglio per fortuna. Si sta riprendendo bene.      Sara      Meno male mi dispiaceva tanto. Dagli una carezza da parte mia.      Lorenzo      Lo farò sicuramente. È stato un bello spavento ma ora il peggio è passato.      Sara      Immagino. Se hai bisogno di una mano per portarlo a spasso o per qualsiasi cosa non esitare a chiedere.      Lorenzo      Grazie sei davvero gentile. Lo apprezzo molto.      Sara      Figurati è il minimo. A presto.,Sara,Lorenzo,Sara chiede a Lorenzo notizie del suo cane che è stato operato,No
null,Tommaso      Alice ho deciso di iniziare a fare un po' di giardinaggio sul balcone. Hai qualche consiglio?      Alice      Che bella idea Tommaso! Certo. Inizia con delle piante facili come le erbe aromatiche. Basilico rosmarino...      Tommaso      Sì pensavo proprio a quelle. Occupano poco spazio e sono utili in cucina.      Alice      Esatto. E poi prendi dei vasi con i buchi sotto per il drenaggio dell'acqua è importante.      Tommaso      Ok grazie del consiglio. E per il terriccio ne serve uno specifico?      Alice      Uno universale andrà benissimo per iniziare. Vedrai che ti darà soddisfazione.      Tommaso      Lo spero! Grazie mille per i tuoi preziosi consigli.      Alice      Di nulla fammi vedere i risultati!,Tommaso,Alice,Tommaso chiede consigli ad Alice per iniziare a fare giardinaggio sul balcone,No
null,Andrea      Ciao Martina sto organizzando una grigliata a casa mia domenica. Ti va di venire?      Martina      Ciao Andrea! Certo che mi va ottima idea. Devo portare qualcosa?      Andrea      Se vuoi puoi portare qualcosa da bere o un dolce. Alla carne e alle verdure penso io.      Martina      Perfetto allora preparo il mio famoso tiramisù.      Andrea      Grande! Allora sei ufficialmente la benvenuta. Iniziamo per pranzo verso l'una.      Martina      Va benissimo sarò puntuale. Grazie per l'invito!      Andrea      Figurati sarà un piacere averti qui. A domenica.      Martina      A domenica!,Andrea,Martina,Andrea invita Martina a una grigliata e si accordano su cosa portare,No
null,Federico      Laura ho ascoltato quel podcast che mi avevi consigliato. Davvero interessante.      Laura      Visto? Te l'avevo detto. L'ultimo episodio sulla psicologia dei colori mi è piaciuto un sacco.      Federico      Sì anche a me. Non pensavo che i colori potessero influenzare così tanto il nostro umore.      Laura      È affascinante. Ora quando entro in un negozio faccio caso a come usano i colori per il marketing.      Federico      Ahah anche io! Grazie per la dritta mi hai aperto un mondo.      Laura      Sono contenta ti sia piaciuto. Se ne trovo altri simili te li segnalo.      Federico      Perfetto grazie!,Federico,Laura,Federico e Laura commentano un podcast che lei gli aveva consigliato,No
